City,Country,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,latitude,longitude,Year
Riyadh,Saudi Arabia,47.79,16.43,33.02,39.02,33.96,279.02,24.7135517,46.6752957,2016
Belgrade,Serbia,36.86,10.08,24.25,26.6,33.21,122.95,44.786568,20.4489216,2016
Nis,Serbia,30.12,5.1,18.34,22.44,32.66,175.47,43.3209022,21.8957589,2016
Novi Sad,Serbia,34.67,6.33,21.33,25.67,32.99,44.06,45.2671352,19.8335496,2016
Singapore,Singapore,86.11,76.65,81.66,75.58,24.51,42.68,1.352083,103.819836,2016
Bratislava,Slovakia,49.31,20.38,35.69,43.62,28.26,49.15,48.1485965,17.1077478,2016
Kosice,Slovakia,46.63,15.23,31.85,42.05,60.69,101.51,48.7163857,21.2610746,2016
Ljubljana,Slovenia,57.08,18.04,38.7,46.87,38.53,74.13,46.0569465,14.5057515,2016
Cape Town,South Africa,38.15,21.62,30.37,30.92,30.58,61.01,-33.9248685,18.4240553,2016
Durban,South Africa,36.79,13.9,26.01,28.94,48.35,79.95,-29.8586804,31.0218404,2016
Johannesburg,South Africa,41.15,17.29,29.92,33.2,37.72,107.47,-26.2041028,28.0473051,2016
Pretoria,South Africa,39.47,13.31,27.15,31.66,35.21,106.07,-25.7478676,28.2292712,2016
Seoul,South Korea,83.2,48.58,66.9,97.12,39.22,116.89,37.566535,126.9779692,2016
Barcelona,Spain,64.25,27.46,46.93,53.25,35,126.19,41.3850639,2.1734035,2016
Bilbao,Spain,65.24,27.72,47.58,55.19,47.99,93.33,43.2630126,-2.9349852,2016
Madrid,Spain,61.48,28.83,46.11,48.78,62.07,92.16,40.4167754,-3.7037902,2016
Malaga,Spain,51.66,17.54,35.6,42.24,69.37,97.83,36.7212737,-4.4213988,2016
Palma De Mallorca,Spain,59.44,20.26,40.99,48.62,63.21,89.26,39.5696005,2.6501603,2016
Sevilla,Spain,51.96,19.57,36.71,42.31,47.11,108.71,37.3890924,-5.9844589,2016
Valencia,Spain,53.67,16.79,36.3,43.01,57.3,90.69,39.4699075,-0.3762881,2016
Zaragoza (Saragossa),Spain,64.52,16.53,41.93,55.92,48.98,91.42,41.6488226,-0.8890853,2016
Colombo,Sri Lanka,36.29,11.71,24.72,40.14,53.14,92.6,6.9270786,79.861243,2016
Gothenburg,Sweden,75.79,27.38,53,68.95,56.39,83.35,57.70887,11.97456,2016
Malmo,Sweden,72.16,27.69,51.22,68.19,20.95,25.45,55.604981,13.003822,2016
Stockholm,Sweden,84.85,40.97,64.19,77.06,80.16,122.41,59.3293235,18.0685808,2016
Uppsala,Sweden,73.69,24.01,50.3,61.77,73.3,129.25,59.8585638,17.6389267,2016
Basel,Switzerland,130.43,49.86,92.49,133.13,88.93,112.88,47.5595986,7.5885761,2016
Bern,Switzerland,120.3,46.38,85.49,118.18,77.08,123.97,46.9479739,7.4474468,2016
Geneva,Switzerland,133.14,76.32,106.39,125.78,120.9,130.14,46.2043907,6.1431577,2016
Lausanne,Switzerland,121.14,55.15,90.07,117.69,117.81,144,46.5196535,6.6322734,2016
Lugano,Switzerland,118.99,50.22,86.61,111.31,134.71,145.3,46.0036778,8.951052,2016
Zurich,Switzerland,132.32,66.33,101.25,129.27,127.67,141.45,47.3768866,8.541694,2016
Kaohsiung,Taiwan,51.24,10.79,32.2,56.61,120.27,163.79,22.6272784,120.3014353,2016
Taipei,Taiwan,64.76,21.52,44.4,76.4,135.98,159.67,25.0329694,121.5654177,2016
Dar Es Salaam,Tanzania,56.99,30.68,44.6,48.48,22.92,100.92,-6.792354,39.2083284,2016
Bangkok,Thailand,50.51,25.91,38.93,55.05,30.89,126.74,13.7563309,100.5017651,2016
Chiang Mai,Thailand,41.05,12.38,27.55,49.58,36.92,38.5,18.7060641,98.9817163,2016
Pattaya,Thailand,44.03,16.9,31.26,48.06,26.04,49.86,12.9235557,100.8824551,2016
Phuket,Thailand,48.57,14.09,32.33,52.91,19.81,33.57,7.9519331,98.3380884,2016
Tunis,Tunisia,31.18,7.31,19.94,28.86,25.41,26.63,36.8064948,10.1815316,2016
Ankara,Turkey,44.84,9.02,27.97,39.6,25.38,47.61,39.9333635,32.8597419,2016
Antalya,Turkey,44.48,7.49,27.06,38.9,21.82,39.87,36.8968908,30.7133233,2016
Bursa,Turkey,42.73,7.18,25.99,36.99,33.33,70.6,40.1885281,29.0609636,2016
Istanbul,Turkey,49.65,17.18,34.36,42.28,34.2,60.66,41.0082376,28.9783589,2016
Izmir,Turkey,44.18,9.95,28.06,37.8,29.29,73.36,38.423734,27.142826,2016
Kampala,Uganda,38.69,7.9,24.19,32.94,36.92,58.15,0.3475964,32.5825197,2016
Dnipropetrovsk,Ukraine,26.61,6.93,17.34,19.18,32.75,61.39,48.464717,35.046183,2016
Kharkiv,Ukraine,26.11,9.97,18.51,19.64,26.61,21.56,49.9935,36.230383,2016
Kiev,Ukraine,28.61,13.17,21.34,21.46,20.71,27.38,50.4501,30.5234,2016
Lviv,Ukraine,24.48,8.66,17.03,19.63,18.84,25.15,49.839683,24.029717,2016
Odesa,Ukraine,28.43,8.39,18.99,19.73,23.53,31.96,46.482526,30.7233095,2016
Abu Dhabi,United Arab Emirates,62.74,69.91,66.12,53.59,15.41,24.75,24.453884,54.3773438,2016
Dubai,United Arab Emirates,69.01,76.08,72.34,56.8,28.55,36.44,25.2048493,55.2707828,2016
Sharjah,United Arab Emirates,58.18,31.17,45.46,48.37,61.65,134.74,25.3462553,55.4209317,2016
Aberdeen,United Kingdom,82.12,33.49,59.22,62.94,64.55,122.84,57.149717,-2.094278,2016
Belfast,United Kingdom,62.65,23.6,44.26,57.26,46.05,117.72,54.597285,-5.93012,2016
Birmingham,United Kingdom,68.23,28.54,49.54,56.23,97.71,124.41,52.486243,-1.890401,2016
Brighton,United Kingdom,78.89,43.23,62.1,66.8,70.79,109.29,50.82253,-0.137163,2016
Bristol,United Kingdom,74.34,37.61,57.04,64.49,73.46,107.67,51.454513,-2.58791,2016
Cambridge,United Kingdom,75.12,43.75,60.35,61.83,89.47,87.14,52.205337,0.121817,2016
Cardiff,United Kingdom,67.14,25.7,47.63,57.9,83.44,98.9,51.481581,-3.17909,2016
Coventry,United Kingdom,66,30.74,49.4,52.67,85.1,125.5,52.406822,-1.519693,2016
Edinburgh,United Kingdom,73.15,31.89,53.72,61.54,73.25,125.08,55.953252,-3.188267,2016
Glasgow,United Kingdom,70.73,27.72,50.48,56.87,69.83,110.98,55.864237,-4.251806,2016
Leeds,United Kingdom,66.66,26.81,47.9,56.89,80.34,107.1,53.8007554,-1.5490774,2016
Liverpool,United Kingdom,70.45,24.19,48.67,61.05,84.03,114.54,53.4083714,-2.9915726,2016
London,United Kingdom,85.11,77.31,81.44,61.25,72.55,114.75,51.5073509,-0.1277583,2016
Manchester,United Kingdom,69.41,30.39,51.04,55.72,69.31,106.67,53.4807593,-2.2426305,2016
Newcastle Upon Tyne,United Kingdom,67.1,26.01,47.76,52.29,94.63,87.57,54.978252,-1.61778,2016
Norwich,United Kingdom,73.42,26.57,51.36,56,76.98,110.15,52.6308859,1.297355,2016
Nottingham,United Kingdom,66.88,24.43,46.89,60.24,76.27,118.25,52.9547832,-1.1581086,2016
Oxford,United Kingdom,74.14,52.2,63.81,61.12,81.17,100.54,51.7520209,-1.2577263,2016
Reading,United Kingdom,71.67,40.28,56.89,53.81,64.43,134.58,51.4542645,-0.9781303,2016
Sheffield,United Kingdom,65.91,24.07,46.21,56.97,78.25,101.95,53.381129,-1.470085,2016
Southampton,United Kingdom,73.22,31.68,53.66,63.49,82.06,103,50.9097004,-1.4043509,2016
Akron,United States,86.83,21.98,56.3,94.44,77.18,107.15,41.0814447,-81.5190053,2016
Albuquerque,United States,64.46,25.22,45.98,61.95,76.56,114.19,35.0843859,-106.650422,2016
Anchorage,United States,95.68,43.63,71.17,95.09,68.67,138.87,61.2180556,-149.9002778,2016
Ann Arbor,United States,66.78,41.87,55.05,62.84,74.59,82.12,42.2808256,-83.7430378,2016
Arlington,United States,87.48,75.14,81.67,82.12,86.34,142.68,38.8816208,-77.0909809,2016
Asheville,United States,80.21,36.91,59.82,89.02,62.21,160.88,35.5950581,-82.5514869,2016
Atlanta,United States,73.98,40.9,58.4,74.35,88.06,116.39,33.7489954,-84.3879824,2016
Austin,United States,69.85,50.56,60.77,66.49,70.28,143.33,30.267153,-97.7430608,2016
Bakersfield,United States,70.52,26.85,49.96,70.77,68.63,151.56,35.3732921,-119.0187125,2016
Baltimore,United States,76.83,49.19,63.81,76.6,69.41,126.94,39.2903848,-76.6121893,2016
Berkeley,United States,88.72,77.46,83.42,96.91,69.57,142.94,37.8715926,-122.272747,2016
Birmingham,United States,66.68,27.55,48.26,65.88,77.41,152.44,33.5185892,-86.8103567,2016
Boise,United States,63,28.14,46.58,61.74,79.12,106.72,43.6150186,-116.2023137,2016
Boston,United States,82.97,75.84,79.62,81.69,69.97,133.32,42.3600825,-71.0588801,2016
Boulder,United States,77.1,57.75,67.99,69.45,66.11,115.85,40.0149856,-105.2705456,2016
Brooklyn,United States,87.4,81.03,84.4,83.35,84.74,137.46,40.6781784,-73.9441579,2016
Buffalo,United States,75.67,27.9,53.18,77.05,83.69,143.93,42.8864468,-78.8783689,2016
Burlington,United States,86.69,42,65.65,96.42,99.09,106.13,44.4758825,-73.212072,2016
Charleston,United States,83.18,49.28,67.22,90.43,70.16,120.28,32.7764749,-79.9310512,2016
Charlotte,United States,72.63,40.45,57.47,74.72,77.95,127.41,35.2270869,-80.8431267,2016
Chattanooga,United States,74.05,25.84,51.35,80.51,79.47,140.74,35.0456297,-85.3096801,2016
Chicago,United States,84.14,56.68,71.21,82.67,67.8,130.42,41.8781136,-87.6297982,2016
Cincinnati,United States,70.77,31.67,52.36,64.3,67.4,149.64,39.1031182,-84.5120196,2016
Cleveland,United States,78.52,30.34,55.83,79.98,84.15,128.59,41.49932,-81.6943605,2016
Columbia,United States,70.72,30.62,51.83,77.54,71.51,137.97,34.0007104,-81.0348144,2016
Columbus,United States,70.75,36.67,54.7,69.46,71.5,116.9,39.9611755,-82.9987942,2016
Dallas,United States,67.64,41.87,55.5,60.87,61.79,94.09,32.7766642,-96.7969879,2016
Dayton,United States,69.93,22.44,47.57,70.09,63.62,126.35,39.7589478,-84.1916069,2016
Denver,United States,78.76,53.48,66.85,75.14,70.42,172.18,39.7392358,-104.990251,2016
Des Moines,United States,76.63,31.16,55.22,85.47,61.28,115.75,41.5868353,-93.6249593,2016
Detroit,United States,74.52,32.58,54.77,73.68,76.17,126.63,42.331427,-83.0457538,2016
Durham,United States,71.3,34.48,53.96,77.38,63.94,103.54,35.9940329,-78.898619,2016
Eugene,United States,71.13,31.01,52.24,77.67,63.64,158.96,44.0520691,-123.0867536,2016
Fayetteville,United States,73.44,21.79,49.12,77.69,63.39,185.2,35.0526641,-78.8783585,2016
Fort Collins,United States,82.96,39.16,62.34,90.86,60.37,138.62,40.5852602,-105.084423,2016
Fort Lauderdale,United States,74.65,58.79,67.18,73.46,66.31,100.23,26.1224386,-80.1373174,2016
Fort Myers,United States,71.36,29.25,51.53,73.98,75.52,88.36,26.640628,-81.8723084,2016
Fort Worth,United States,71.99,36.37,55.22,71.98,73.78,108.5,32.7554883,-97.3307658,2016
Fresno,United States,76.02,32.31,55.44,72.13,60.74,174.79,36.7377981,-119.7871247,2016
Grand Rapids,United States,74.83,33.36,55.31,75.09,77.93,105.46,42.9633599,-85.6680863,2016
Greensboro,United States,75.71,26.17,52.38,81.29,61.78,100.68,36.0726354,-79.7919754,2016
Greenville,United States,71.16,36.47,54.82,74.86,68.1,135.47,34.8526176,-82.3940104,2016
Harrisburg,United States,72.95,25.1,50.42,77.9,60.08,169.02,40.2731911,-76.8867008,2016
Hartford,United States,74.74,40.63,58.68,74.54,66.79,146.03,41.7658043,-72.6733723,2016
Honolulu,United States,96.55,67.54,82.89,106.08,64,159.64,21.3069444,-157.8583333,2016
Houston,United States,70.43,45.8,58.83,66.27,82.38,132.22,29.7604267,-95.3698028,2016
Huntsville,United States,68.67,22.51,46.93,67.61,84.28,89.38,34.7303688,-86.5861037,2016
Indianapolis,United States,73.72,31.1,53.66,75.48,77.05,157.89,39.768403,-86.158068,2016
Irvine,United States,81.99,64.68,73.84,89.37,68.31,142.61,33.6845673,-117.8265049,2016
Jacksonville,United States,72.31,32.84,53.72,72.99,66.08,97.08,30.3321838,-81.655651,2016
Jersey City,United States,74.48,64.37,69.72,72.46,66.61,143.55,40.7177545,-74.0431435,2016
Kansas City,United States,67.05,30.23,49.71,65.07,73.37,113.46,39.0997265,-94.5785667,2016
Knoxville,United States,69.65,30.72,51.32,75.3,63.17,175.5,35.9606384,-83.9207392,2016
Las Vegas,United States,78.6,31.13,56.25,72.68,66.85,171.96,36.1699412,-115.1398296,2016
Lexington,United States,77.84,28.84,54.76,80.13,64.71,126.93,38.0405837,-84.5037164,2016
Little Rock,United States,71.4,27.29,50.63,77.12,82.27,120.33,34.7464809,-92.2895948,2016
Los Angeles,United States,78.66,66.99,73.16,75.12,69.29,117.49,34.0522342,-118.2436849,2016
Louisville,United States,73.37,28.13,52.07,82.03,63.25,134.28,38.2526647,-85.7584557,2016
Madison,United States,67.64,38.03,53.7,65.62,81.92,123.61,43.0730517,-89.4012302,2016
Melbourne,United States,79.88,29.47,56.14,92.03,61.41,122.48,28.0836269,-80.6081089,2016
Memphis,United States,71.62,30.76,52.38,73.9,64.57,137.47,35.1495343,-90.0489801,2016
Miami,United States,80.67,58.92,70.43,77.1,68.69,113.14,25.7616798,-80.1917902,2016
Milwaukee,United States,72.63,32.67,53.81,71.81,68.95,131.57,43.0389025,-87.9064736,2016
Minneapolis,United States,80.8,41.67,62.37,87.79,85.97,107.88,44.977753,-93.2650108,2016
Mobile,United States,65.23,24.49,46.05,64.72,74.69,133.67,30.6953657,-88.0398912,2016
Nashville,United States,71.35,45,58.94,71.16,69.4,126.76,36.1626638,-86.7816016,2016
New Haven,United States,90.72,49.07,71.11,102.15,64.21,157.92,41.308274,-72.9278835,2016
New Orleans,United States,75.6,39.48,58.6,73.77,71.59,148.72,29.9510658,-90.0715323,2016
New York,United States,100,100,100,100,97.55,142.42,40.7127753,-74.0059728,2016
Newark,United States,69.12,35.57,53.32,58.79,76.65,96.19,40.735657,-74.1723667,2016
Oakland,United States,88.33,76.78,82.89,93.02,100,100,37.8043637,-122.2711137,2016
Oklahoma City,United States,63.42,28.1,46.79,67.05,79.41,144.2,35.4675602,-97.5164276,2016
Orlando,United States,76.94,39.23,59.18,82.48,87.52,107.49,28.5383355,-81.3792365,2016
Pensacola,United States,69.3,29.13,50.38,71.68,59.47,138.82,30.421309,-87.2169149,2016
Philadelphia,United States,82.94,50.64,67.73,84.09,73.06,123.06,39.9525839,-75.1652215,2016
Phoenix,United States,67.93,32.05,51.03,62.73,63.45,117.75,33.4483771,-112.0740373,2016
Pittsburgh,United States,79.94,36.4,59.44,80.09,77.52,114.4,40.4406248,-79.9958864,2016
Plano,United States,73.5,39,57.25,66.76,68.76,168.86,33.0198431,-96.6988856,2016
Portland,United States,81.19,51.25,67.09,82.36,62.84,183.54,45.5154586,-122.6793461,2016
Queens,United States,83.86,56.16,70.82,82.2,87.2,98.56,40.7282239,-73.7948516,2016
Raleigh,United States,69.51,34.68,53.11,71.61,75.97,119.29,35.7795897,-78.6381787,2016
Reno,United States,60.96,29.86,46.32,52.83,81.7,135.22,39.5296329,-119.8138027,2016
Rochester,United States,66.85,30.55,49.76,65.71,67.9,166.71,43.1565779,-77.6088465,2016
Sacramento,United States,78.67,38.71,59.85,79.07,66.35,119.61,38.5815719,-121.4943996,2016
Saint Louis,United States,72.33,29.32,52.08,73.06,70.13,127.45,38.6270025,-90.1994042,2016
Saint Paul,United States,74.19,34.95,55.71,74.37,73.79,129,44.9537029,-93.0899578,2016
Saint Petersburg,United States,81.79,38.14,61.24,86.31,66.14,146.78,27.7676008,-82.6402915,2016
Salem,United States,67.2,30.2,49.78,65.55,69.46,107.26,42.51954,-70.8967155,2016
Salt Lake City,United States,67.13,33.25,51.18,66.63,76.34,152.32,40.7607793,-111.8910474,2016
San Antonio,United States,60.65,34.63,48.4,58.26,66.53,107.07,29.4241219,-98.4936282,2016
San Diego,United States,77.8,60.29,69.55,78.54,67.63,159.97,32.715738,-117.1610838,2016
San Francisco,United States,95.97,125.55,109.9,105.17,58.25,146.93,37.7749295,-122.4194155,2016
San Jose,United States,79.98,84.7,82.2,81.77,77.63,127.68,37.3382082,-121.8863286,2016
Santa Barbara,United States,83.18,72.87,78.32,85.63,91.15,105.63,34.4208305,-119.6981901,2016
Seattle,United States,84.58,64.3,75.03,85.39,78.78,173.76,47.6062095,-122.3320708,2016
Shreveport,United States,66.2,24.69,46.66,65.76,84.56,116.91,32.5251516,-93.7501789,2016
Spokane,United States,71.9,26.44,50.49,71.33,77.59,136.44,47.6587802,-117.4260465,2016
Springfield,United States,58.64,19.49,40.21,60.45,63.81,109.19,42.1014831,-72.589811,2016
Syracuse,United States,71.78,26.07,50.26,73.09,74.82,110.11,43.0481221,-76.1474244,2016
Tacoma,United States,73.76,34.17,55.12,67.49,55.21,110.62,47.2528768,-122.4442906,2016
Tampa,United States,71.66,38.6,56.09,75.08,70.56,135.39,27.950575,-82.4571776,2016
Tucson,United States,62.28,23.34,43.94,61.04,60.62,102.11,32.2226066,-110.9747108,2016
Tulsa,United States,67.27,30.82,50.11,71.62,67.05,108.17,36.1539816,-95.992775,2016
Vancouver,United States,72.63,32.89,53.92,73.27,62.63,160.79,45.6272259,-122.6727305,2016
Washington DC,United States,95.05,77.54,86.8,89.46,57.75,139.3,47.7510741,-120.7401385,2016
West Palm Beach,United States,81.45,44.94,64.26,85.18,64.92,130.92,26.7153424,-80.0533746,2016
Wichita,United States,70.95,23.05,48.39,76.39,90.81,118.76,37.6871761,-97.330053,2016
Montevideo,Uruguay,63.19,18.33,42.07,51.34,77.06,137.07,-34.9011127,-56.1645314,2016
Caracas,Venezuela,54.25,10.49,33.64,39.35,63.4,120.26,10.4805937,-66.9036063,2016
Hanoi,Vietnam,40.74,17.51,29.8,37.21,57.05,40.27,21.0277644,105.8341598,2016
Ho Chi Minh City,Vietnam,42.5,19.28,31.57,44.07,43.21,2.05,10.8230989,106.6296638,2016
Harare,Zimbabwe,52.52,15.68,35.17,41.76,21.41,24.3,-17.8251657,31.03351,2016
Tirana, Albania,38.65,9.7,24.39,32.47,30.28,32,41.3275459,19.8186982,2017
Algiers, Algeria,40.25,9.26,24.99,42.91,26.67,28.61,36.753768,3.0587561,2017
Buenos Aires, Argentina,58.82,16.23,37.85,51.48,56.77,50.94,-34.6036844,-58.3815591,2017
Yerevan, Armenia,36.07,9.77,23.12,29.56,32.57,31.13,40.1791857,44.4991029,2017
Adelaide, Australia,86.08,33.39,60.14,86.53,78.04,105.84,-34.9284989,138.6007456,2017
Brisbane, Australia,84.56,42.04,63.62,82.3,80.38,110.56,-27.4697707,153.0251235,2017
Cairns, Australia,88.52,29.28,59.35,87.81,80.18,78.43,-16.9185514,145.7780548,2017
Canberra, Australia,82.81,43.63,63.52,82.67,80.31,118.74,-35.2809368,149.1300092,2017
Darwin, Australia,89.91,45.41,68,91.03,95.6,97.2,-12.4634403,130.8456418,2017
Gold Coast, Australia,79.24,37.71,58.79,81.07,72.99,110.96,-28.016667,153.4,2017
Hobart, Australia,84.43,29.67,57.47,85.04,90.66,87.21,-42.8821377,147.3271949,2017
Melbourne, Australia,86.11,44.02,65.38,87.3,76.69,111.5,-37.8136276,144.9630576,2017
Newcastle, Australia,78.76,41.02,60.18,80.92,83.53,119.36,-32.9282712,151.7816802,2017
Perth, Australia,91.03,39.98,65.89,89.61,94.19,105.98,-31.9505269,115.8604572,2017
Sydney, Australia,91.42,66.35,79.08,88.91,75.94,102.69,-33.8688197,151.2092955,2017
Graz, Austria,74.98,22.98,49.38,72.61,62.51,96.54,47.070714,15.439504,2017
Linz, Austria,88.39,28.3,58.8,86.61,84.92,81.61,48.30694,14.28583,2017
Vienna, Austria,75.98,31.71,54.19,72.42,70.77,88.36,48.2081743,16.3738189,2017
Baku, Azerbaijan,32.77,10.98,22.04,29.42,32.71,25.32,40.4092617,49.8670924,2017
Nassau, Bahamas,109.58,37.4,74.04,103.09,99.27,43.82,25.0479835,-77.355413,2017
Manama, Bahrain,60.68,29.45,45.3,60.98,54.76,75.45,26.2285161,50.5860497,2017
Dhaka, Bangladesh,36.56,6.63,21.82,35.32,25.78,34.68,23.810332,90.4125181,2017
Minsk, Belarus,36.11,11.84,24.16,30.07,39.17,34.58,53.9045398,27.5615244,2017
Antwerp, Belgium,86.24,26.63,56.89,79.59,94.81,76.93,51.2194475,4.4024643,2017
Brussels, Belgium,82.68,34.19,58.8,74.25,90.76,86.75,50.8503463,4.3517211,2017
Gent, Belgium,85.32,25.28,55.76,77.08,90.47,82.14,51.0543422,3.7174243,2017
Leuven, Belgium,84.43,27.78,56.54,85.53,78.74,72.27,50.8798438,4.7005176,2017
Hamilton, Bermuda,148.13,117.8,133.2,145.2,152.54,93.42,32.2945837,-64.7858887,2017
Banja Luka, Bosnia And Herzegovina,39.28,6.75,23.26,33.45,27.43,42.4,44.7721811,17.191,2017
Sarajevo, Bosnia And Herzegovina,41.89,9.1,25.75,36.48,30.47,42.32,43.8562586,18.4130763,2017
Belo Horizonte, Brazil,51.63,12.91,32.56,42.08,39.34,30.85,-19.9166813,-43.9344931,2017
Brasilia, Brazil,56.14,15.55,36.15,47.68,46.08,37.65,-15.826691,-47.9218204,2017
Campinas, Brazil,57.97,13.69,36.17,46.96,44.39,55.63,-22.9329252,-47.073845,2017
Curitiba, Brazil,50.86,12.16,31.81,40.9,41.68,43.74,-25.4808762,-49.3044253,2017
Florianopolis, Brazil,52.18,14.42,33.59,41.98,42.34,34.58,-27.5948698,-48.5482195,2017
Porto Alegre, Brazil,54.54,13.87,34.52,45.96,41.83,41.31,-30.0346471,-51.2176584,2017
Recife, Brazil,55.91,12.85,34.71,50.49,41.71,36.38,-8.0522404,-34.9286096,2017
Rio De Janeiro, Brazil,58.43,22.74,40.86,47.02,46.86,33.68,-22.9068467,-43.1728965,2017
Sao Paulo, Brazil,58.07,19.93,39.29,46.75,48.63,36.68,-23.5505199,-46.6333094,2017
Plovdiv, Bulgaria,38.72,6.77,22.99,35.02,29.91,41.87,42.1354079,24.7452904,2017
Sofia, Bulgaria,41.76,11.55,26.89,37.17,32.5,51.44,42.6977082,23.3218675,2017
Varna, Bulgaria,40.18,8.13,24.4,36.77,32.69,43.91,43.2140504,27.9147333,2017
Phnom Penh, Cambodia,51.97,18.94,35.7,57.8,25.1,21.15,11.5563738,104.9282099,2017
Barrie, Canada,79.28,26.09,53.09,81.44,76.13,94.54,44.3893556,-79.6903316,2017
Calgary, Canada,76.09,31.82,54.29,76.3,70.71,117.87,51.0486151,-114.0708459,2017
Edmonton, Canada,75.51,29.15,52.68,77.57,68.17,97.38,53.544389,-113.4909267,2017
Guelph, Canada,71.22,28.42,50.15,70.26,68.49,96.81,43.5448048,-80.2481666,2017
Halifax, Canada,82.49,28.13,55.72,89.36,82.37,78.76,44.6487635,-63.5752387,2017
Hamilton, Canada,65.63,25.64,45.94,59.21,66.22,103.59,43.2557206,-79.8711024,2017
Kelowna, Canada,73.2,32.8,53.31,78.56,67.77,95.08,49.8879519,-119.4960106,2017
Kitchener, Canada,64.9,25.68,45.59,61.13,61.39,110.51,43.4516395,-80.4925337,2017
London, Canada,72.36,24.38,48.74,72.67,66.58,94.42,42.9849233,-81.2452768,2017
Mississauga, Canada,74.34,35.04,54.99,74.52,65.37,90.91,43.5890452,-79.6441198,2017
Moncton, Canada,70.55,18.32,44.83,71.92,64.2,94.85,46.0878165,-64.7782313,2017
Montreal, Canada,70.42,24.94,48.03,74.77,65.86,99.17,45.5016889,-73.567256,2017
Ottawa, Canada,71.16,31.28,51.52,68.1,73.36,110.28,45.4215296,-75.6971931,2017
Quebec City, Canada,71.94,17.78,45.27,76.11,64.92,101.72,46.8138783,-71.2079809,2017
Red Deer, Canada,80.82,25.67,53.67,79.29,78.42,91.82,52.2681118,-113.8112386,2017
Regina, Canada,73.02,27.15,50.43,76.75,65.63,97.16,50.4452112,-104.6188943,2017
Saskatoon, Canada,83.15,28.44,56.21,90.72,71.67,83.67,52.1332144,-106.6700458,2017
Surrey, Canada,71.37,29.56,50.79,75.26,65.61,74.38,49.1913466,-122.8490125,2017
Toronto, Canada,72.88,42.64,57.99,69.07,69.34,103.98,43.653226,-79.3831843,2017
Vancouver, Canada,74.67,49.07,62.06,80.43,68.51,81.79,49.2827291,-123.1207375,2017
Victoria, Canada,76.43,35.37,56.21,82.8,70.21,100.1,48.4284207,-123.3656444,2017
Waterloo, Canada,79.02,27.85,53.82,80.05,69.05,111.27,43.4642578,-80.5204096,2017
Windsor, Canada,71.18,20.12,46.04,66.44,62.45,106.15,42.3149367,-83.0363633,2017
Winnipeg, Canada,71.85,24.59,48.58,73.05,67.34,91.56,49.895136,-97.1383744,2017
Santiago, Chile,55.01,16.75,36.17,49.17,51.38,46.27,-33.4488897,-70.6692655,2017
Beijing, China,47.47,34.29,40.98,49.34,35.53,75.5,39.9041999,116.4073963,2017
Chengdu, China,38.13,11.22,24.88,36.53,27.48,69.81,30.572815,104.066801,2017
Guangzhou, China,45.28,18.6,32.14,46.84,28.8,69.15,23.12911,113.264385,2017
Shanghai, China,55.96,37.81,47.02,63.59,39.6,62.84,31.2303904,121.4737021,2017
Shenzhen, China,51.44,24.25,38.06,56.04,32.73,72.73,22.543096,114.057865,2017
Bogota, Colombia,38.18,13.71,26.14,33.56,27.58,33.71,4.7109886,-74.072092,2017
Cali, Colombia,32.41,6.99,19.89,28.66,23.43,36.33,3.4516467,-76.5319854,2017
Medellin, Colombia,34.3,9.12,21.9,31.56,25.58,29.91,6.244203,-75.5812119,2017
San Jose, Costa Rica,62.82,19.37,41.43,66.54,49.73,39.41,9.9280694,-84.0907246,2017
Osijek, Croatia,47.98,7.17,27.89,41.88,33.68,52.9,45.5549624,18.6955144,2017
Rijeka, Croatia,57.26,11.61,34.78,49.86,43.71,42.67,45.3270631,14.442176,2017
Split, Croatia,57.26,13,35.47,50.68,51.48,47.32,43.5081323,16.4401935,2017
Zagreb, Croatia,55.84,13.49,34.99,49.38,43.02,58.91,45.8150108,15.9819189,2017
Limassol, Cyprus,62.63,20.2,41.74,52.97,66.19,92.17,34.7071301,33.0226174,2017
Nicosia, Cyprus,65.45,15.34,40.78,55.82,75.69,80.35,35.1855659,33.3822764,2017
Brno, Czech Republic,47.67,16.69,32.42,43.94,32.88,65.2,49.1950602,16.6068371,2017
Olomouc, Czech Republic,43.74,12.05,28.14,42.36,29.58,70.25,49.593778,17.2508787,2017
Ostrava, Czech Republic,43.2,10.07,26.89,39.47,30.57,67.9,49.8209226,18.2625243,2017
Prague, Czech Republic,50.87,22.19,36.75,45.88,36.59,67.23,50.0755381,14.4378005,2017
Aalborg, Denmark,92.12,25.34,59.24,77.34,104.6,89.9,57.0488195,9.921747,2017
Arhus, Denmark,87.12,31.61,59.79,67.21,99.8,102.14,56.162939,10.203921,2017
Copenhagen, Denmark,97.14,49.61,73.74,78.25,113.91,93.39,55.6760968,12.5683372,2017
Santo Domingo, Dominican Republic,54.17,12.95,33.88,47.65,49.69,22.44,18.4860575,-69.9312117,2017
Cuenca, Ecuador,44.51,10.55,27.79,46.4,28.99,33.91,-2.9001285,-79.0058965,2017
Guayaquil, Ecuador,51.17,13.58,32.66,47.48,37.93,31.04,-2.1709979,-79.9223592,2017
Quito, Ecuador,49.84,14.22,32.3,50.57,37.06,29.91,-0.1806532,-78.4678382,2017
